Emp_ID,Age,Department,Role,Experience_Years,Salary,Performance_Score,Attendance_%,Overtime,Training_Hours,Attrition,Exit_Interview_Summary
1164,58,IT,Engineer,1,27983,4,75,Yes,32,Yes,"Exiting Engineer in IT (a short-tenured employee, 1 yrs exp) felt compensation was below market rate for the role and mentioned excessive overtime affecting work-life balance."
1165,53,HR,Manager,17,45662,1,83,Yes,21,Yes,"Exiting Manager in HR (a long-tenured employee, 17 yrs exp) felt compensation was below market rate for the role and cited burnout from frequent overtime with limited support or upskilling."
1166,54,Maintenance,Executive,11,48510,1,99,No,35,Yes,"Exiting Executive in Maintenance (a mid-tenure employee, 11 yrs exp) felt compensation was below market rate for the role and had a low performance rating and expressed disengagement prior to leaving."
1167,22,HR,Technician,22,103187,4,90,No,12,No,"N/A - Active employee, no exit interview conducted."
1168,40,Maintenance,Supervisor,18,65998,5,87,Yes,44,No,"N/A - Active employee, no exit interview conducted."
1169,23,Finance,Executive,21,81846,5,83,No,29,Yes,"Exiting Executive in Finance (a long-tenured employee, 21 yrs exp) was a strong, experienced performer who left for external career growth."
1170,47,Production,Executive,17,119071,2,95,No,13,Yes,"Exiting Executive in Production (a long-tenured employee, 17 yrs exp) left despite competitive pay, suggesting non-monetary drivers and had a low performance rating and expressed disengagement prior to leaving."
1171,53,HR,Engineer,7,31640,3,87,No,6,No,"N/A - Active employee, no exit interview conducted."
1172,27,IT,Manager,17,69547,5,83,No,19,Yes,"Exiting Manager in IT (a long-tenured employee, 17 yrs exp) was a strong, experienced performer who left for external career growth."
1173,53,Finance,Supervisor,20,79620,1,85,Yes,7,Yes,"Exiting Supervisor in Finance (a long-tenured employee, 20 yrs exp) cited burnout from frequent overtime with limited support or upskilling and had a low performance rating and expressed disengagement prior to leaving."
1174,25,HR,Technician,9,40317,5,78,No,40,Yes,"Exiting Technician in HR (a mid-tenure employee, 9 yrs exp) felt compensation was below market rate for the role and was a strong, experienced performer who left for external career growth."
1175,32,IT,Supervisor,17,32564,2,76,No,8,Yes,"Exiting Supervisor in IT (a long-tenured employee, 17 yrs exp) felt compensation was below market rate for the role and had a low performance rating and expressed disengagement prior to leaving."
1176,38,HR,Technician,20,52345,2,80,Yes,18,Yes,"Exiting Technician in HR (a long-tenured employee, 20 yrs exp) felt compensation was below market rate for the role and cited burnout from frequent overtime with limited support or upskilling."
1177,59,Maintenance,Manager,22,119223,3,88,Yes,45,No,"N/A - Active employee, no exit interview conducted."
1178,45,HR,Technician,22,104273,5,78,No,45,Yes,"Exiting Technician in HR (a long-tenured employee, 22 yrs exp) left despite competitive pay, suggesting non-monetary drivers and was a strong, experienced performer who left for external career growth."
1179,26,HR,Engineer,8,99859,1,80,Yes,29,Yes,"Exiting Engineer in HR (a mid-tenure employee, 8 yrs exp) left despite competitive pay, suggesting non-monetary drivers and mentioned excessive overtime affecting work-life balance."
1180,55,HR,Engineer,17,105765,1,93,No,14,Yes,"Exiting Engineer in HR (a long-tenured employee, 17 yrs exp) left despite competitive pay, suggesting non-monetary drivers and had a low performance rating and expressed disengagement prior to leaving."
1181,27,Finance,Engineer,7,99038,4,80,No,25,Yes,"Exiting Engineer in Finance (a mid-tenure employee, 7 yrs exp) left despite competitive pay, suggesting non-monetary drivers and was a strong, experienced performer who left for external career growth."
1182,43,HR,Engineer,1,77393,1,76,Yes,40,Yes,"Exiting Engineer in HR (a short-tenured employee, 1 yrs exp) mentioned excessive overtime affecting work-life balance and had a low performance rating and expressed disengagement prior to leaving."
1183,32,IT,Supervisor,13,91081,3,92,No,16,No,"N/A - Active employee, no exit interview conducted."
1184,37,Maintenance,Manager,23,54430,3,87,No,31,No,"N/A - Active employee, no exit interview conducted."
1185,54,Maintenance,Technician,19,100532,1,83,No,44,Yes,"Exiting Technician in Maintenance (a long-tenured employee, 19 yrs exp) left despite competitive pay, suggesting non-monetary drivers and had a low performance rating and expressed disengagement prior to leaving."
1186,30,HR,Technician,24,52788,1,97,No,6,Yes,"Exiting Technician in HR (a long-tenured employee, 24 yrs exp) felt compensation was below market rate for the role and had a low performance rating and expressed disengagement prior to leaving."
1187,27,Finance,Engineer,19,73543,4,93,Yes,17,Yes,"Exiting Engineer in Finance (a long-tenured employee, 19 yrs exp) cited burnout from frequent overtime with limited support or upskilling and was a strong, experienced performer who left for external career growth."
1188,37,Finance,Engineer,17,38919,1,87,Yes,36,Yes,"Exiting Engineer in Finance (a long-tenured employee, 17 yrs exp) felt compensation was below market rate for the role and mentioned excessive overtime affecting work-life balance."
1189,50,IT,Executive,13,94346,4,85,No,35,No,"N/A - Active employee, no exit interview conducted."
1190,24,HR,Manager,16,64974,4,75,Yes,20,Yes,"Exiting Manager in HR (a long-tenured employee, 16 yrs exp) cited burnout from frequent overtime with limited support or upskilling and was a strong, experienced performer who left for external career growth."
1191,41,Maintenance,Supervisor,8,41371,1,98,No,36,Yes,"Exiting Supervisor in Maintenance (a mid-tenure employee, 8 yrs exp) felt compensation was below market rate for the role and had a low performance rating and expressed disengagement prior to leaving."
1192,57,Finance,Technician,19,70084,2,96,No,36,Yes,"Exiting Technician in Finance (a long-tenured employee, 19 yrs exp) felt compensation was below market rate for the role and had a low performance rating and expressed disengagement prior to leaving."
1193,40,HR,Executive,18,54629,2,81,No,38,Yes,"Exiting Executive in HR (a long-tenured employee, 18 yrs exp) felt compensation was below market rate for the role and had a low performance rating and expressed disengagement prior to leaving."
1194,47,Finance,Executive,1,76184,4,99,No,15,No,"N/A - Active employee, no exit interview conducted."
1195,24,Finance,Technician,14,86916,1,95,No,14,Yes,"Exiting Technician in Finance (a mid-tenure employee, 14 yrs exp) had a low performance rating and expressed disengagement prior to leaving."
1196,40,Maintenance,Supervisor,19,98972,2,89,Yes,19,Yes,"Exiting Supervisor in Maintenance (a long-tenured employee, 19 yrs exp) cited burnout from frequent overtime with limited support or upskilling and had a low performance rating and expressed disengagement prior to leaving."
1197,41,Production,Executive,15,87187,1,75,No,21,Yes,"Exiting Executive in Production (a long-tenured employee, 15 yrs exp) left despite competitive pay, suggesting non-monetary drivers and had a low performance rating and expressed disengagement prior to leaving."
1198,53,IT,Executive,18,37984,1,86,Yes,44,Yes,"Exiting Executive in IT (a long-tenured employee, 18 yrs exp) felt compensation was below market rate for the role and mentioned excessive overtime affecting work-life balance."
1199,28,IT,Manager,2,58039,1,81,Yes,22,Yes,"Exiting Manager in IT (a short-tenured employee, 2 yrs exp) felt compensation was below market rate for the role and cited burnout from frequent overtime with limited support or upskilling."
1200,54,Maintenance,Supervisor,22,110431,5,89,No,13,No,"N/A - Active employee, no exit interview conducted."
1201,39,Finance,Executive,17,108691,1,95,No,29,Yes,"Exiting Executive in Finance (a long-tenured employee, 17 yrs exp) left despite competitive pay, suggesting non-monetary drivers and had a low performance rating and expressed disengagement prior to leaving."
1202,22,HR,Supervisor,18,83606,5,93,No,44,No,"N/A - Active employee, no exit interview conducted."
1203,32,Finance,Technician,6,35616,4,99,No,18,No,"N/A - Active employee, no exit interview conducted."
1204,49,Maintenance,Engineer,19,75072,2,75,No,29,Yes,"Exiting Engineer in Maintenance (a long-tenured employee, 19 yrs exp) left despite competitive pay, suggesting non-monetary drivers and had a low performance rating and expressed disengagement prior to leaving."
1205,46,IT,Executive,4,49574,2,91,Yes,26,Yes,"Exiting Executive in IT (a mid-tenure employee, 4 yrs exp) felt compensation was below market rate for the role and cited burnout from frequent overtime with limited support or upskilling."
1206,44,Finance,Manager,1,28430,2,91,No,34,Yes,"Exiting Manager in Finance (a short-tenured employee, 1 yrs exp) felt compensation was below market rate for the role and had a low performance rating and expressed disengagement prior to leaving."
1207,52,IT,Technician,8,37676,2,77,No,24,Yes,"Exiting Technician in IT (a mid-tenure employee, 8 yrs exp) felt compensation was below market rate for the role and had a low performance rating and expressed disengagement prior to leaving."
1208,51,HR,Supervisor,23,35816,2,86,Yes,25,Yes,"Exiting Supervisor in HR (a long-tenured employee, 23 yrs exp) felt compensation was below market rate for the role and cited burnout from frequent overtime with limited support or upskilling."
1209,56,IT,Technician,7,57733,2,80,Yes,48,Yes,"Exiting Technician in IT (a mid-tenure employee, 7 yrs exp) mentioned excessive overtime affecting work-life balance and had a low performance rating and expressed disengagement prior to leaving."
1210,28,IT,Executive,3,110680,2,85,No,36,Yes,"Exiting Executive in IT (a mid-tenure employee, 3 yrs exp) left despite competitive pay, suggesting non-monetary drivers and had a low performance rating and expressed disengagement prior to leaving."
1211,37,Production,Supervisor,10,27050,4,77,Yes,25,Yes,"Exiting Supervisor in Production (a mid-tenure employee, 10 yrs exp) felt compensation was below market rate for the role and cited burnout from frequent overtime with limited support or upskilling."
1212,47,Production,Engineer,10,58933,1,82,No,39,Yes,"Exiting Engineer in Production (a mid-tenure employee, 10 yrs exp) had a low performance rating and expressed disengagement prior to leaving."
1213,23,Production,Technician,19,49951,3,88,Yes,36,Yes,"Exiting Technician in Production (a long-tenured employee, 19 yrs exp) felt compensation was below market rate for the role and mentioned excessive overtime affecting work-life balance."
1214,22,IT,Executive,14,57413,5,88,Yes,34,No,"N/A - Active employee, no exit interview conducted."
1215,33,Maintenance,Manager,2,59801,3,84,No,43,Yes,"Exiting Manager in Maintenance (a short-tenured employee, 2 yrs exp) was newly trained but left early, raising onboarding/retention concerns."
1216,26,IT,Supervisor,1,80619,3,76,Yes,16,Yes,"Exiting Supervisor in IT (a short-tenured employee, 1 yrs exp) cited burnout from frequent overtime with limited support or upskilling and had below-average attendance, indicating possible prior disengagement."
1217,58,Maintenance,Technician,23,57913,1,88,Yes,45,Yes,"Exiting Technician in Maintenance (a long-tenured employee, 23 yrs exp) felt compensation was below market rate for the role and mentioned excessive overtime affecting work-life balance."
1218,53,Maintenance,Technician,23,65600,1,83,Yes,22,Yes,"Exiting Technician in Maintenance (a long-tenured employee, 23 yrs exp) felt compensation was below market rate for the role and cited burnout from frequent overtime with limited support or upskilling."
1219,30,Production,Engineer,18,82775,1,77,Yes,25,Yes,"Exiting Engineer in Production (a long-tenured employee, 18 yrs exp) left despite competitive pay, suggesting non-monetary drivers and cited burnout from frequent overtime with limited support or upskilling."
1220,56,Finance,Engineer,7,115816,2,95,Yes,17,Yes,"Exiting Engineer in Finance (a mid-tenure employee, 7 yrs exp) left despite competitive pay, suggesting non-monetary drivers and cited burnout from frequent overtime with limited support or upskilling."
1221,40,HR,Manager,8,115093,4,82,Yes,25,Yes,"Exiting Manager in HR (a mid-tenure employee, 8 yrs exp) left despite competitive pay, suggesting non-monetary drivers and cited burnout from frequent overtime with limited support or upskilling."
1222,37,Production,Manager,1,60400,2,90,No,12,Yes,"Exiting Manager in Production (a short-tenured employee, 1 yrs exp) felt compensation was below market rate for the role and had a low performance rating and expressed disengagement prior to leaving."
1223,24,Production,Executive,23,29494,4,76,No,44,Yes,"Exiting Executive in Production (a long-tenured employee, 23 yrs exp) felt compensation was below market rate for the role and was a strong, experienced performer who left for external career growth."
1224,41,Finance,Executive,3,105688,4,80,Yes,11,Yes,"Exiting Executive in Finance (a mid-tenure employee, 3 yrs exp) left despite competitive pay, suggesting non-monetary drivers and cited burnout from frequent overtime with limited support or upskilling."
1225,45,HR,Manager,24,114431,3,95,No,27,No,"N/A - Active employee, no exit interview conducted."
1226,54,IT,Manager,23,99691,3,99,No,48,No,"N/A - Active employee, no exit interview conducted."
1227,45,IT,Supervisor,8,68001,4,86,No,36,No,"N/A - Active employee, no exit interview conducted."
1228,32,Production,Engineer,22,92364,4,79,Yes,15,Yes,"Exiting Engineer in Production (a long-tenured employee, 22 yrs exp) left despite competitive pay, suggesting non-monetary drivers and cited burnout from frequent overtime with limited support or upskilling."
1229,29,HR,Executive,15,70028,2,76,No,26,Yes,"Exiting Executive in HR (a long-tenured employee, 15 yrs exp) had a low performance rating and expressed disengagement prior to leaving and had below-average attendance, indicating possible prior disengagement."
1230,57,Production,Engineer,5,62573,2,90,Yes,26,Yes,"Exiting Engineer in Production (a mid-tenure employee, 5 yrs exp) cited burnout from frequent overtime with limited support or upskilling and had a low performance rating and expressed disengagement prior to leaving."
1231,59,Maintenance,Engineer,3,25806,3,79,No,47,Yes,"Exiting Engineer in Maintenance (a mid-tenure employee, 3 yrs exp) felt compensation was below market rate for the role and had below-average attendance, indicating possible prior disengagement."
1232,41,Production,Manager,19,81638,1,89,Yes,29,Yes,"Exiting Manager in Production (a long-tenured employee, 19 yrs exp) mentioned excessive overtime affecting work-life balance and had a low performance rating and expressed disengagement prior to leaving."
1233,56,Production,Supervisor,1,54757,4,86,Yes,26,Yes,"Exiting Supervisor in Production (a short-tenured employee, 1 yrs exp) felt compensation was below market rate for the role and cited burnout from frequent overtime with limited support or upskilling."
1234,46,IT,Technician,15,59636,2,78,No,32,Yes,"Exiting Technician in IT (a long-tenured employee, 15 yrs exp) had a low performance rating and expressed disengagement prior to leaving and had below-average attendance, indicating possible prior disengagement."
1235,56,IT,Supervisor,8,105097,3,89,No,33,No,"N/A - Active employee, no exit interview conducted."
1236,46,IT,Supervisor,2,73280,2,85,Yes,17,Yes,"Exiting Supervisor in IT (a short-tenured employee, 2 yrs exp) felt compensation was below market rate for the role and cited burnout from frequent overtime with limited support or upskilling."
1237,50,Maintenance,Engineer,3,49262,4,90,No,22,No,"N/A - Active employee, no exit interview conducted."
1238,39,IT,Supervisor,24,105435,4,97,No,6,No,"N/A - Active employee, no exit interview conducted."
1239,39,HR,Executive,14,87211,5,80,No,33,Yes,"Exiting Executive in HR (a mid-tenure employee, 14 yrs exp) left despite competitive pay, suggesting non-monetary drivers and was a strong, experienced performer who left for external career growth."
1240,23,Finance,Engineer,24,79842,1,88,Yes,25,Yes,"Exiting Engineer in Finance (a long-tenured employee, 24 yrs exp) cited burnout from frequent overtime with limited support or upskilling and had a low performance rating and expressed disengagement prior to leaving."
1241,56,HR,Executive,14,81979,5,92,Yes,19,No,"N/A - Active employee, no exit interview conducted."
1242,37,HR,Technician,11,106470,3,86,No,31,No,"N/A - Active employee, no exit interview conducted."
1243,57,IT,Engineer,16,63197,2,85,No,35,Yes,"Exiting Engineer in IT (a long-tenured employee, 16 yrs exp) felt compensation was below market rate for the role and had a low performance rating and expressed disengagement prior to leaving."
1244,54,Finance,Technician,4,66844,3,87,No,19,No,"N/A - Active employee, no exit interview conducted."
1245,25,Finance,Engineer,20,89754,4,95,Yes,27,No,"N/A - Active employee, no exit interview conducted."
1246,54,Finance,Manager,5,59157,5,97,Yes,28,No,"N/A - Active employee, no exit interview conducted."
1247,35,Maintenance,Supervisor,22,102129,5,85,No,48,No,"N/A - Active employee, no exit interview conducted."
1248,42,IT,Manager,21,65042,5,97,No,17,No,"N/A - Active employee, no exit interview conducted."
1249,41,Finance,Technician,14,86665,3,90,No,26,No,"N/A - Active employee, no exit interview conducted."
1250,29,Maintenance,Supervisor,23,107856,4,89,No,47,No,"N/A - Active employee, no exit interview conducted."
1251,28,Production,Engineer,16,52376,2,95,No,41,Yes,"Exiting Engineer in Production (a long-tenured employee, 16 yrs exp) felt compensation was below market rate for the role and had a low performance rating and expressed disengagement prior to leaving."
1252,24,Production,Supervisor,18,80554,2,89,No,37,Yes,"Exiting Supervisor in Production (a long-tenured employee, 18 yrs exp) had a low performance rating and expressed disengagement prior to leaving."
1253,38,Maintenance,Executive,7,39199,3,99,Yes,7,No,"N/A - Active employee, no exit interview conducted."
1254,54,Maintenance,Supervisor,10,106412,5,78,No,23,Yes,"Exiting Supervisor in Maintenance (a mid-tenure employee, 10 yrs exp) was a strong, experienced performer who left for external career growth and had below-average attendance, indicating possible prior disengagement."
1255,33,IT,Executive,7,75948,1,85,Yes,27,Yes,"Exiting Executive in IT (a mid-tenure employee, 7 yrs exp) mentioned excessive overtime affecting work-life balance and had a low performance rating and expressed disengagement prior to leaving."
1256,43,IT,Supervisor,1,98781,3,93,No,33,No,"N/A - Active employee, no exit interview conducted."
1257,43,Production,Executive,23,97750,3,89,No,34,No,"N/A - Active employee, no exit interview conducted."
1258,51,Finance,Technician,21,91262,4,78,Yes,43,Yes,"Exiting Technician in Finance (a long-tenured employee, 21 yrs exp) left despite competitive pay, suggesting non-monetary drivers and mentioned excessive overtime affecting work-life balance."
1259,59,Production,Manager,19,71600,2,95,Yes,48,Yes,"Exiting Manager in Production (a long-tenured employee, 19 yrs exp) felt compensation was below market rate for the role and mentioned excessive overtime affecting work-life balance."
1260,59,Finance,Engineer,16,101898,3,87,Yes,29,No,"N/A - Active employee, no exit interview conducted."
1261,29,Finance,Supervisor,19,87483,3,96,Yes,41,Yes,"Exiting Supervisor in Finance (a long-tenured employee, 19 yrs exp) mentioned excessive overtime affecting work-life balance."
1262,48,IT,Manager,4,43297,5,93,No,12,No,"N/A - Active employee, no exit interview conducted."
1263,48,HR,Engineer,18,55448,5,76,Yes,46,Yes,"Exiting Engineer in HR (a long-tenured employee, 18 yrs exp) felt compensation was below market rate for the role and mentioned excessive overtime affecting work-life balance."
1264,55,HR,Engineer,2,51172,1,88,No,20,Yes,"Exiting Engineer in HR (a short-tenured employee, 2 yrs exp) felt compensation was below market rate for the role and had a low performance rating and expressed disengagement prior to leaving."
1265,42,Maintenance,Executive,1,67874,4,78,Yes,12,Yes,"Exiting Executive in Maintenance (a short-tenured employee, 1 yrs exp) cited burnout from frequent overtime with limited support or upskilling and had below-average attendance, indicating possible prior disengagement."
1266,51,IT,Technician,15,32657,1,90,No,5,Yes,"Exiting Technician in IT (a long-tenured employee, 15 yrs exp) felt compensation was below market rate for the role and had a low performance rating and expressed disengagement prior to leaving."
1267,54,Finance,Technician,5,109386,5,95,No,48,No,"N/A - Active employee, no exit interview conducted."
1268,49,HR,Manager,20,50425,2,94,No,9,Yes,"Exiting Manager in HR (a long-tenured employee, 20 yrs exp) felt compensation was below market rate for the role and had a low performance rating and expressed disengagement prior to leaving."
1269,54,Finance,Technician,11,51685,5,88,No,7,No,"N/A - Active employee, no exit interview conducted."
1270,26,HR,Supervisor,10,49578,4,89,No,5,No,"N/A - Active employee, no exit interview conducted."
1271,40,HR,Technician,2,53831,5,77,No,8,Yes,"Exiting Technician in HR (a short-tenured employee, 2 yrs exp) felt compensation was below market rate for the role and had below-average attendance, indicating possible prior disengagement."
1272,25,HR,Manager,3,32906,4,82,Yes,44,Yes,"Exiting Manager in HR (a mid-tenure employee, 3 yrs exp) felt compensation was below market rate for the role and mentioned excessive overtime affecting work-life balance."
1273,56,IT,Technician,23,86413,4,90,No,39,No,"N/A - Active employee, no exit interview conducted."
1274,38,Production,Supervisor,23,79028,4,84,Yes,36,Yes,"Exiting Supervisor in Production (a long-tenured employee, 23 yrs exp) mentioned excessive overtime affecting work-life balance and was a strong, experienced performer who left for external career growth."
1275,49,Finance,Executive,12,32287,4,78,Yes,46,Yes,"Exiting Executive in Finance (a mid-tenure employee, 12 yrs exp) felt compensation was below market rate for the role and mentioned excessive overtime affecting work-life balance."
1276,51,IT,Manager,20,58660,4,92,No,38,No,"N/A - Active employee, no exit interview conducted."
1277,50,IT,Executive,5,100758,2,76,Yes,47,Yes,"Exiting Executive in IT (a mid-tenure employee, 5 yrs exp) left despite competitive pay, suggesting non-monetary drivers and mentioned excessive overtime affecting work-life balance."
1278,27,IT,Executive,5,85504,1,91,No,29,Yes,"Exiting Executive in IT (a mid-tenure employee, 5 yrs exp) left despite competitive pay, suggesting non-monetary drivers and had a low performance rating and expressed disengagement prior to leaving."
1279,56,IT,Executive,6,84720,3,87,Yes,14,Yes,"Exiting Executive in IT (a mid-tenure employee, 6 yrs exp) left despite competitive pay, suggesting non-monetary drivers and cited burnout from frequent overtime with limited support or upskilling."
1280,58,IT,Engineer,9,59701,1,78,No,25,Yes,"Exiting Engineer in IT (a mid-tenure employee, 9 yrs exp) felt compensation was below market rate for the role and had a low performance rating and expressed disengagement prior to leaving."
1281,45,Maintenance,Engineer,2,108300,4,99,Yes,43,No,"N/A - Active employee, no exit interview conducted."
1282,50,Finance,Executive,21,42674,2,85,No,31,Yes,"Exiting Executive in Finance (a long-tenured employee, 21 yrs exp) felt compensation was below market rate for the role and had a low performance rating and expressed disengagement prior to leaving."
1283,52,IT,Manager,12,108560,5,81,No,31,Yes,"Exiting Manager in IT (a mid-tenure employee, 12 yrs exp) left despite competitive pay, suggesting non-monetary drivers and was a strong, experienced performer who left for external career growth."
1284,56,Finance,Supervisor,3,48874,2,86,No,6,Yes,"Exiting Supervisor in Finance (a mid-tenure employee, 3 yrs exp) felt compensation was below market rate for the role and had a low performance rating and expressed disengagement prior to leaving."
1285,54,Maintenance,Supervisor,20,68642,4,84,No,45,Yes,"Exiting Supervisor in Maintenance (a long-tenured employee, 20 yrs exp) felt compensation was below market rate for the role and was a strong, experienced performer who left for external career growth."
1286,42,Maintenance,Technician,22,90160,2,81,Yes,17,Yes,"Exiting Technician in Maintenance (a long-tenured employee, 22 yrs exp) left despite competitive pay, suggesting non-monetary drivers and cited burnout from frequent overtime with limited support or upskilling."
1287,53,Finance,Manager,12,42602,2,87,No,13,Yes,"Exiting Manager in Finance (a mid-tenure employee, 12 yrs exp) felt compensation was below market rate for the role and had a low performance rating and expressed disengagement prior to leaving."
1288,44,HR,Engineer,24,113801,4,81,Yes,40,Yes,"Exiting Engineer in HR (a long-tenured employee, 24 yrs exp) left despite competitive pay, suggesting non-monetary drivers and mentioned excessive overtime affecting work-life balance."
1289,54,Production,Executive,17,50931,2,98,Yes,26,Yes,"Exiting Executive in Production (a long-tenured employee, 17 yrs exp) felt compensation was below market rate for the role and cited burnout from frequent overtime with limited support or upskilling."
1290,24,HR,Technician,10,119377,3,91,Yes,46,No,"N/A - Active employee, no exit interview conducted."
1291,39,HR,Supervisor,24,54192,3,84,No,30,Yes,"Exiting Supervisor in HR (a long-tenured employee, 24 yrs exp) did not specify a dominant reason; departure appears role- or personally-motivated."
1292,46,HR,Engineer,14,71542,2,84,Yes,16,Yes,"Exiting Engineer in HR (a mid-tenure employee, 14 yrs exp) cited burnout from frequent overtime with limited support or upskilling and had a low performance rating and expressed disengagement prior to leaving."
1293,52,IT,Engineer,23,67520,5,98,Yes,21,No,"N/A - Active employee, no exit interview conducted."
1294,24,Maintenance,Executive,17,89772,4,78,Yes,18,Yes,"Exiting Executive in Maintenance (a long-tenured employee, 17 yrs exp) left despite competitive pay, suggesting non-monetary drivers and cited burnout from frequent overtime with limited support or upskilling."
1295,45,HR,Supervisor,18,83762,3,94,No,18,No,"N/A - Active employee, no exit interview conducted."
1296,53,Maintenance,Manager,19,75106,5,78,No,38,Yes,"Exiting Manager in Maintenance (a long-tenured employee, 19 yrs exp) left despite competitive pay, suggesting non-monetary drivers and was a strong, experienced performer who left for external career growth."
1297,43,Finance,Engineer,17,106121,2,96,Yes,24,Yes,"Exiting Engineer in Finance (a long-tenured employee, 17 yrs exp) left despite competitive pay, suggesting non-monetary drivers and cited burnout from frequent overtime with limited support or upskilling."
1298,44,Production,Executive,14,50559,5,81,No,15,Yes,"Exiting Executive in Production (a mid-tenure employee, 14 yrs exp) felt compensation was below market rate for the role and was a strong, experienced performer who left for external career growth."
1299,23,Finance,Manager,9,58742,1,96,No,20,Yes,"Exiting Manager in Finance (a mid-tenure employee, 9 yrs exp) had a low performance rating and expressed disengagement prior to leaving."
1300,48,Finance,Supervisor,8,94669,3,75,Yes,35,Yes,"Exiting Supervisor in Finance (a mid-tenure employee, 8 yrs exp) left despite competitive pay, suggesting non-monetary drivers and mentioned excessive overtime affecting work-life balance."
