Order_ID,Order_Date,City,State,Zone,Distance_km,Package_Weight_kg,Service_Type,Payment_Mode,Customer_Segment,Courier_Partner,Traffic_Level,Weather,Promised_Delivery_Hrs,Actual_Delivery_Hrs,Delay_Hrs,On_Time_Flag,Last_Mile_Status,Customer_Rating
ORD001191,2026-02-15,Jaipur,RJ,North,5.1,0.9,Standard,Prepaid,Returning,Shadowfax,Low,Clear,24,25.1,1.1,No,Delivered,4
ORD001192,2026-01-05,Chennai,TN,West,6.1,0.6,Express,Prepaid,New,EcomExpress,High,Clear,15,18.7,3.7,No,Delivered,3
ORD001193,2025-12-23,Bangalore,KA,North,5.9,2.0,Standard,Prepaid,Returning,Delhivery,Low,Rain,20,21.0,1.0,No,Delivered,4
ORD001194,2026-02-13,Coimbatore,TN,South,2.4,0.67,Standard,Prepaid,Returning,Delhivery,Medium,Clear,37,37.6,0.6,No,Delivered,4
ORD001195,2026-02-10,Surat,GJ,West,6.6,1.21,Express,COD,New,AmazonLogistics,Medium,Clear,11,11.5,0.5,No,Delivered,5
ORD001196,2025-12-14,Nagpur,MH,South,7.4,2.37,Standard,Prepaid,Returning,Shadowfax,Medium,Rain,40,42.6,2.6,No,Delivered,4
ORD001197,2026-01-21,Coimbatore,TN,South,5.2,0.71,Standard,Prepaid,New,Delhivery,Low,Clear,23,24.6,1.6,No,Delivered,4
ORD001198,2026-01-21,Noida,UP,North,5.5,1.04,Express,COD,Returning,BlueDart,Medium,Rain,17,19.9,2.9,No,Delivered,5
ORD001199,2026-01-08,Bhopal,MP,North,6.7,0.85,Express,Prepaid,New,Delhivery,Medium,Clear,9,11.0,2.0,No,Delivered,4
ORD001200,2026-01-28,Nagpur,MH,South,10.8,1.2,Standard,Prepaid,Returning,Delhivery,Low,Clear,23,25.5,2.5,No,Delivered,3
ORD001201,2026-01-21,Chandigarh,CH,East,7.1,1.06,Standard,Prepaid,Returning,EcomExpress,High,Clear,37,40.0,3.0,No,Delivered,4
ORD001202,2026-02-27,Lucknow,UP,North,0.5,1.92,Standard,COD,VIP,XpressBees,Medium,Rain,38,42.7,4.7,No,Delivered,4
ORD001203,2025-12-17,Noida,UP,West,2.7,0.76,Standard,Prepaid,Returning,EcomExpress,Low,Heatwave,47,50.2,3.2,No,Delivered,5
ORD001204,2026-01-08,Patna,BR,West,11.2,2.37,Standard,Prepaid,Returning,BlueDart,Medium,Clear,26,29.0,3.0,No,Delivered,4
ORD001205,2026-01-10,Kochi,KL,North,4.8,2.89,Standard,Prepaid,Returning,Shadowfax,Low,Clear,47,48.5,1.5,No,Delivered,4
ORD001206,2026-01-17,Gurgaon,HR,North,7.1,1.29,Express,COD,New,BlueDart,High,Clear,14,18.5,4.5,No,Delivered,4
ORD001207,2026-02-09,Surat,GJ,South,15.2,0.69,Standard,COD,Returning,Delhivery,Low,Clear,29,32.3,3.3,No,Delivered,4
ORD001208,2026-02-05,Coimbatore,TN,West,10.0,1.08,Standard,Prepaid,Returning,Delhivery,Medium,Clear,38,41.4,3.4,No,Delivered,3
ORD001209,2026-02-28,Chennai,TN,South,0.5,1.03,Express,Prepaid,New,Delhivery,Severe,Heatwave,14,17.6,3.6,No,Delivered,3
ORD001210,2025-12-20,Noida,UP,West,13.3,3.2,Express,Prepaid,Returning,BlueDart,Low,Rain,10,13.2,3.2,No,Delivered,4
ORD001211,2025-12-28,Nagpur,MH,East,8.1,1.04,Express,Prepaid,New,DTDC,Medium,Clear,10,12.9,2.9,No,Delivered,5
ORD001212,2026-01-11,Patna,BR,West,9.0,2.53,Standard,Prepaid,Returning,Delhivery,High,Clear,41,44.5,3.5,No,Delivered,5
ORD001213,2026-02-09,Lucknow,UP,Central,8.7,1.18,Standard,Prepaid,Returning,AmazonLogistics,Severe,Clear,44,51.5,7.5,No,Delivered,4
ORD001214,2025-12-07,Chandigarh,CH,West,11.2,1.14,SameDay,Prepaid,New,DTDC,Medium,Clear,7,9.6,2.6,No,Delivered,5
ORD001215,2025-12-25,Pune,MH,East,7.2,0.89,Standard,COD,Returning,Delhivery,High,Clear,32,33.9,1.9,No,Delivered,4
ORD001216,2025-12-05,Delhi,DL,East,1.6,0.94,Standard,Prepaid,Returning,Delhivery,Low,Heatwave,37,38.4,1.4,No,Delivered,4
ORD001217,2025-12-10,Surat,GJ,West,8.8,1.88,Standard,Prepaid,VIP,EcomExpress,High,Clear,44,48.7,4.7,No,Delivered,4
ORD001218,2026-01-12,Coimbatore,TN,East,2.0,0.71,Express,Prepaid,Returning,Delhivery,Medium,Clear,10,10.3,0.3,No,Delivered,5
ORD001219,2025-12-28,Bhopal,MP,Central,14.8,1.97,Standard,COD,Returning,Shadowfax,High,Clear,24,28.8,4.8,No,Delivered,5
ORD001220,2026-02-17,Jaipur,RJ,South,6.1,2.62,Standard,Prepaid,New,Delhivery,Low,Clear,32,33.0,1.0,No,Delivered,4
ORD001221,2025-12-15,Nagpur,MH,West,7.3,0.77,Standard,Prepaid,Returning,AmazonLogistics,Medium,Heatwave,36,38.0,2.0,No,Delivered,4
ORD001222,2026-01-08,Indore,MP,South,4.8,2.28,SameDay,Prepaid,Returning,Shadowfax,Medium,Rain,6,8.7,2.7,No,RTO,4
ORD001223,2025-12-11,Noida,UP,East,8.9,2.07,Standard,Prepaid,VIP,DTDC,High,Fog,43,50.4,7.4,No,Delivered,4
ORD001224,2026-01-24,Kochi,KL,South,9.3,1.86,Standard,COD,New,AmazonLogistics,High,Fog,31,39.4,8.4,No,Delivered,3
ORD001225,2026-02-01,Jaipur,RJ,East,4.8,0.75,SameDay,Prepaid,Returning,Shadowfax,High,Clear,8,10.0,2.0,No,Delivered,5
ORD001226,2026-01-16,Noida,UP,East,9.3,1.03,Standard,Prepaid,New,Ekart,Severe,Rain,43,48.5,5.5,No,Delivered,4
ORD001227,2025-12-15,Delhi,DL,Central,7.8,1.03,Standard,Prepaid,Returning,Ekart,Medium,Rain,31,34.4,3.4,No,Reattempted,3
ORD001228,2026-01-13,Noida,UP,North,7.1,3.87,Standard,Prepaid,New,BlueDart,High,Clear,24,28.6,4.6,No,Delivered,4
ORD001229,2026-02-20,Bangalore,KA,West,4.5,1.1,Standard,COD,Returning,Delhivery,Low,Clear,27,28.2,1.2,No,Reattempted,4
ORD001230,2026-01-29,Chennai,TN,West,16.8,0.99,Standard,Prepaid,VIP,BlueDart,Severe,Rain,21,28.9,7.9,No,Delivered,3
ORD001231,2026-01-27,Bhopal,MP,Central,12.2,0.56,Standard,Prepaid,New,EcomExpress,High,Heatwave,44,47.8,3.8,No,Delivered,4
ORD001232,2026-03-01,Coimbatore,TN,East,10.4,0.62,Standard,Prepaid,Returning,Shadowfax,Medium,Clear,24,28.4,4.4,No,Delivered,4
ORD001233,2025-12-23,Noida,UP,West,12.0,0.73,Express,Prepaid,New,BlueDart,Medium,Heatwave,16,18.5,2.5,No,Delivered,5
ORD001234,2026-01-24,Coimbatore,TN,West,8.7,1.37,Standard,Prepaid,Returning,Shadowfax,High,Heatwave,20,24.6,4.6,No,Delivered,5
ORD001235,2026-01-02,Nagpur,MH,North,6.1,0.47,Standard,COD,New,AmazonLogistics,High,Heatwave,27,30.0,3.0,No,Delivered,5
ORD001236,2026-02-20,Kolkata,WB,Central,0.5,0.74,Express,Prepaid,Returning,EcomExpress,High,Clear,13,14.6,1.6,No,Delivered,4
ORD001237,2026-02-13,Mumbai,MH,North,2.6,0.36,SameDay,Prepaid,New,Shadowfax,Medium,Clear,4,5.3,1.3,No,Delivered,3
ORD001238,2026-01-04,Delhi,DL,West,16.2,2.56,Standard,Prepaid,Returning,EcomExpress,Medium,Rain,39,44.1,5.1,No,Delivered,3
ORD001239,2026-02-19,Chennai,TN,East,12.1,1.18,Standard,COD,Returning,AmazonLogistics,Severe,Clear,28,34.5,6.5,No,Delivered,4
ORD001240,2025-12-30,Mumbai,MH,South,8.3,1.33,Standard,Prepaid,Returning,XpressBees,High,Clear,39,40.7,1.7,No,Delivered,4
ORD001241,2026-01-13,Surat,GJ,North,1.2,0.57,Express,Prepaid,New,Delhivery,Medium,Rain,16,17.9,1.9,No,Delivered,5
ORD001242,2025-12-12,Patna,BR,North,10.0,2.22,Express,Prepaid,New,DTDC,High,Clear,13,16.2,3.2,No,Delivered,4
ORD001243,2026-01-14,Noida,UP,East,6.4,2.72,Standard,Prepaid,New,Delhivery,High,Clear,21,24.4,3.4,No,Delivered,3
ORD001244,2026-01-27,Lucknow,UP,South,10.3,1.15,Standard,Prepaid,VIP,DTDC,High,Heatwave,23,26.5,3.5,No,Delivered,4
ORD001245,2026-02-02,Chandigarh,CH,North,3.1,0.83,Standard,COD,Returning,XpressBees,Medium,Clear,46,48.2,2.2,No,Delivered,4
ORD001246,2026-02-10,Noida,UP,West,5.5,1.54,Express,Prepaid,Returning,BlueDart,High,Heatwave,8,10.7,2.7,No,Delivered,4
ORD001247,2026-02-11,Chandigarh,CH,North,11.0,1.72,Standard,COD,VIP,DTDC,High,Clear,14,18.6,4.6,No,Delivered,5
ORD001248,2026-01-31,Lucknow,UP,East,15.2,1.86,Standard,Prepaid,New,AmazonLogistics,Medium,Clear,48,49.4,1.4,No,Delivered,4
ORD001249,2026-01-09,Kolkata,WB,South,4.9,1.65,Standard,COD,Returning,AmazonLogistics,Low,Clear,41,40.6,-0.4,Yes,Delivered,4
ORD001250,2026-02-20,Noida,UP,North,3.5,1.97,Express,Prepaid,Returning,XpressBees,Medium,Clear,10,12.1,2.1,No,Delivered,3
ORD001251,2026-01-02,Hyderabad,TG,North,11.6,0.73,SameDay,Prepaid,Returning,DTDC,High,Clear,9,14.6,5.6,No,Delivered,5
ORD001252,2025-12-24,Jaipur,RJ,South,2.5,1.91,Standard,COD,New,BlueDart,Medium,Fog,27,31.7,4.7,No,Delivered,4
ORD001253,2025-12-30,Pune,MH,South,2.7,0.84,Express,Prepaid,Returning,AmazonLogistics,Severe,Heatwave,14,19.9,5.9,No,Delivered,4
ORD001254,2026-02-03,Patna,BR,West,8.6,0.25,Standard,Prepaid,VIP,AmazonLogistics,Low,Clear,30,32.2,2.2,No,Delivered,4
ORD001255,2026-02-01,Nagpur,MH,South,15.8,0.84,Express,COD,Returning,Delhivery,Medium,Clear,11,14.5,3.5,No,Delivered,4
ORD001256,2026-01-19,Pune,MH,South,4.1,0.79,Express,Prepaid,Returning,EcomExpress,High,Rain,16,23.2,7.2,No,Delivered,4
ORD001257,2026-02-25,Hyderabad,TG,North,6.0,1.28,Standard,COD,Returning,EcomExpress,Severe,Clear,50,56.5,6.5,No,Delivered,4
ORD001258,2026-01-02,Indore,MP,North,7.9,1.83,Standard,Prepaid,Returning,Delhivery,Medium,Clear,21,21.9,0.9,No,Delivered,5
ORD001259,2025-12-15,Surat,GJ,Central,5.6,1.24,Standard,Prepaid,New,BlueDart,Medium,Clear,33,33.5,0.5,No,Delivered,5
ORD001260,2026-01-18,Bhopal,MP,North,0.5,3.69,Express,Prepaid,VIP,EcomExpress,Medium,Clear,15,16.4,1.4,No,Delivered,5
ORD001261,2025-12-31,Chennai,TN,Central,10.7,0.81,Standard,Prepaid,New,XpressBees,Medium,Clear,18,21.7,3.7,No,Delivered,4
ORD001262,2026-02-08,Gurgaon,HR,South,8.2,0.34,Standard,Prepaid,Returning,Delhivery,Medium,Clear,18,19.9,1.9,No,Delivered,4
ORD001263,2026-01-20,Jaipur,RJ,North,9.0,1.31,Standard,COD,Returning,EcomExpress,Medium,Rain,24,27.6,3.6,No,Delivered,4
ORD001264,2026-02-24,Bhopal,MP,North,6.9,0.8,Standard,COD,Returning,DTDC,Medium,Clear,34,37.8,3.8,No,Delivered,3
ORD001265,2026-02-11,Hyderabad,TG,North,13.6,0.58,Standard,Prepaid,Returning,BlueDart,High,Clear,44,46.4,2.4,No,Reattempted,4
ORD001266,2026-01-28,Mumbai,MH,East,5.5,0.92,Express,Prepaid,Returning,BlueDart,High,Clear,16,19.1,3.1,No,Delivered,4
ORD001267,2026-01-12,Pune,MH,South,3.2,0.69,Standard,Prepaid,New,AmazonLogistics,High,Clear,23,25.3,2.3,No,Delivered,4
ORD001268,2026-02-03,Ahmedabad,GJ,South,14.2,0.73,Standard,Prepaid,Returning,Ekart,Medium,Heatwave,24,26.1,2.1,No,Delivered,5
ORD001269,2026-01-06,Noida,UP,West,0.5,2.76,Standard,Prepaid,New,XpressBees,Medium,Rain,39,44.3,5.3,No,Delivered,5
ORD001270,2026-02-28,Mumbai,MH,West,6.9,1.19,SameDay,Prepaid,New,Delhivery,Medium,Fog,4,8.2,4.2,No,NDR_Pending,3
ORD001271,2026-01-28,Ahmedabad,GJ,Central,7.2,0.94,Standard,Prepaid,Returning,Delhivery,Severe,Clear,37,40.6,3.6,No,Delivered,3
ORD001272,2026-02-10,Delhi,DL,Central,7.0,2.88,Standard,COD,VIP,Ekart,Medium,Clear,21,23.7,2.7,No,Delivered,4
ORD001273,2025-12-24,Gurgaon,HR,West,1.3,0.93,Standard,COD,VIP,DTDC,High,Clear,36,37.5,1.5,No,Delivered,5
ORD001274,2025-12-25,Kochi,KL,East,2.8,0.53,Standard,Prepaid,Returning,AmazonLogistics,Medium,Clear,23,24.2,1.2,No,Delivered,5
ORD001275,2026-01-17,Patna,BR,East,11.3,0.5,Standard,Prepaid,Returning,DTDC,High,Clear,45,50.2,5.2,No,Delivered,4
ORD001276,2026-02-12,Coimbatore,TN,South,13.0,1.05,Standard,Prepaid,New,Delhivery,Medium,Clear,31,37.0,6.0,No,Delivered,4
ORD001277,2026-02-25,Kochi,KL,West,5.8,0.41,Standard,Prepaid,New,Shadowfax,Medium,Clear,18,19.8,1.8,No,Delivered,4
ORD001278,2025-12-16,Patna,BR,North,3.8,0.55,Express,Prepaid,Returning,AmazonLogistics,High,Clear,12,13.5,1.5,No,Delivered,5
ORD001279,2025-12-13,Mumbai,MH,West,0.5,0.88,Standard,Prepaid,Returning,AmazonLogistics,Low,Clear,12,11.9,-0.1,Yes,Delivered,4
ORD001280,2025-12-17,Chandigarh,CH,Central,11.3,2.18,Standard,COD,Returning,EcomExpress,High,Clear,44,50.3,6.3,No,NDR_Pending,3
ORD001281,2025-12-13,Coimbatore,TN,North,11.5,2.4,Express,Prepaid,New,XpressBees,Medium,Clear,17,20.3,3.3,No,NDR_Pending,4
ORD001282,2026-03-01,Coimbatore,TN,East,0.5,1.64,Standard,Prepaid,Returning,Delhivery,Severe,Heatwave,43,49.0,6.0,No,Delivered,4
ORD001283,2025-12-18,Ahmedabad,GJ,Central,0.5,1.1,Standard,Prepaid,New,Ekart,High,Clear,46,49.5,3.5,No,Delivered,4
ORD001284,2025-12-15,Bhopal,MP,North,8.0,0.78,SameDay,Prepaid,Returning,EcomExpress,Low,Clear,4,6.0,2.0,No,Delivered,3
ORD001285,2026-01-02,Ahmedabad,GJ,South,8.6,1.4,Standard,Prepaid,New,DTDC,High,Clear,18,20.2,2.2,No,Delivered,5
ORD001286,2026-02-18,Mumbai,MH,Central,5.6,3.22,Express,Prepaid,Returning,EcomExpress,High,Clear,13,14.6,1.6,No,Delivered,4
ORD001287,2026-02-26,Gurgaon,HR,Central,7.4,1.2,Standard,Prepaid,Returning,XpressBees,Medium,Rain,24,26.1,2.1,No,Delivered,5
ORD001288,2026-02-04,Hyderabad,TG,North,6.5,0.84,SameDay,Prepaid,New,XpressBees,Medium,Clear,8,8.7,0.7,No,Delivered,4
ORD001289,2026-01-27,Delhi,DL,South,7.6,1.01,Standard,Prepaid,Returning,EcomExpress,Low,Storm,38,41.6,3.6,No,Delivered,4
ORD001290,2026-02-11,Nagpur,MH,West,3.9,0.94,Standard,Prepaid,Returning,AmazonLogistics,High,Fog,13,19.7,6.7,No,Delivered,4
ORD001291,2025-12-13,Hyderabad,TG,North,7.5,1.54,Express,COD,New,Ekart,Medium,Clear,13,14.8,1.8,No,Delivered,4
ORD001292,2026-01-25,Chandigarh,CH,South,4.8,0.7,Standard,COD,Returning,AmazonLogistics,High,Heatwave,19,22.9,3.9,No,Delivered,4
ORD001293,2025-12-10,Jaipur,RJ,North,4.5,1.41,Standard,Prepaid,VIP,EcomExpress,Medium,Rain,16,19.3,3.3,No,Delivered,4
ORD001294,2026-02-11,Mumbai,MH,North,0.5,1.55,Standard,COD,New,AmazonLogistics,High,Storm,14,20.2,6.2,No,Reattempted,3
ORD001295,2026-01-19,Noida,UP,West,6.8,1.36,Standard,Prepaid,New,XpressBees,Medium,Clear,42,44.2,2.2,No,Delivered,4
ORD001296,2026-03-01,Surat,GJ,West,10.7,0.58,Express,Prepaid,Returning,XpressBees,High,Storm,16,22.0,6.0,No,Delivered,4
ORD001297,2026-01-28,Chennai,TN,West,6.2,1.01,Standard,Prepaid,Returning,Shadowfax,Low,Clear,45,46.7,1.7,No,Delivered,5
ORD001298,2026-02-10,Kochi,KL,East,6.1,0.81,Standard,Prepaid,VIP,XpressBees,Medium,Clear,32,33.2,1.2,No,Delivered,5
ORD001299,2025-12-10,Surat,GJ,South,12.5,1.06,Standard,Prepaid,New,Delhivery,Low,Heatwave,34,35.8,1.8,No,Delivered,5
ORD001300,2026-01-03,Mumbai,MH,North,11.6,0.74,Standard,COD,Returning,BlueDart,High,Clear,15,18.7,3.7,No,NDR_Pending,3
ORD001301,2026-01-15,Patna,BR,North,14.4,2.33,Express,Prepaid,Returning,Delhivery,Medium,Clear,7,10.9,3.9,No,Delivered,4
ORD001302,2026-02-24,Jaipur,RJ,North,16.5,1.24,Standard,Prepaid,New,EcomExpress,High,Clear,37,40.9,3.9,No,Delivered,5
ORD001303,2026-02-04,Kochi,KL,South,7.7,0.42,Standard,Prepaid,Returning,Delhivery,Low,Clear,31,32.4,1.4,No,Delivered,4
ORD001304,2026-01-17,Chandigarh,CH,North,2.9,0.5,Standard,COD,Returning,EcomExpress,Medium,Clear,41,43.6,2.6,No,Delivered,4
ORD001305,2026-02-02,Nagpur,MH,North,5.4,2.28,Standard,Prepaid,New,AmazonLogistics,High,Clear,33,35.8,2.8,No,Delivered,4
ORD001306,2025-12-19,Kochi,KL,North,9.8,0.99,Standard,COD,New,XpressBees,Low,Clear,14,16.6,2.6,No,Delivered,4
ORD001307,2026-02-05,Chennai,TN,West,13.3,0.87,Express,Prepaid,New,Delhivery,Low,Rain,18,20.1,2.1,No,Delivered,4
ORD001308,2026-02-25,Hyderabad,TG,West,3.3,2.18,Standard,COD,Returning,AmazonLogistics,Medium,Clear,16,17.6,1.6,No,Delivered,4
ORD001309,2026-01-04,Jaipur,RJ,Central,8.5,1.01,Standard,Prepaid,New,Ekart,High,Fog,45,49.7,4.7,No,Delivered,4
ORD001310,2026-01-11,Chandigarh,CH,East,4.3,0.54,SameDay,Prepaid,New,Ekart,Severe,Clear,7,9.6,2.6,No,Delivered,5
ORD001311,2026-03-01,Surat,GJ,West,6.9,0.56,Standard,Prepaid,New,AmazonLogistics,Low,Rain,28,29.7,1.7,No,Delivered,4
ORD001312,2025-12-27,Kolkata,WB,North,6.9,1.61,Express,Prepaid,Returning,Ekart,High,Rain,12,16.6,4.6,No,Delivered,4
ORD001313,2026-02-04,Patna,BR,West,9.0,3.73,Standard,Prepaid,VIP,XpressBees,High,Heatwave,24,32.2,8.2,No,Delivered,4
ORD001314,2026-02-01,Chandigarh,CH,North,15.6,1.83,Standard,Prepaid,New,Ekart,High,Clear,15,20.7,5.7,No,Delivered,4
ORD001315,2025-12-24,Gurgaon,HR,South,9.4,0.88,Standard,Prepaid,VIP,Ekart,Medium,Clear,16,19.3,3.3,No,Delivered,5
ORD001316,2026-03-05,Chennai,TN,South,5.8,0.96,Standard,Prepaid,Returning,EcomExpress,Severe,Heatwave,35,40.2,5.2,No,Delivered,5
ORD001317,2026-03-01,Coimbatore,TN,South,5.1,1.14,Express,Prepaid,VIP,AmazonLogistics,Medium,Rain,12,14.6,2.6,No,Delivered,4
ORD001318,2026-02-19,Indore,MP,North,6.7,0.33,Standard,Prepaid,Returning,AmazonLogistics,High,Clear,34,39.7,5.7,No,Delivered,3
ORD001319,2026-02-02,Jaipur,RJ,West,4.0,1.12,Standard,COD,Returning,AmazonLogistics,Medium,Rain,41,43.5,2.5,No,Delivered,4
ORD001320,2025-12-27,Ahmedabad,GJ,East,8.1,1.57,Express,COD,Returning,Ekart,High,Rain,16,22.3,6.3,No,Delivered,4
ORD001321,2025-12-06,Delhi,DL,West,0.5,3.2,Standard,Prepaid,Returning,BlueDart,Severe,Clear,45,50.9,5.9,No,Delivered,2
ORD001322,2026-02-07,Chennai,TN,West,6.7,2.13,Standard,Prepaid,Returning,BlueDart,Severe,Rain,17,22.4,5.4,No,Delivered,4
ORD001323,2026-02-06,Surat,GJ,South,7.0,3.52,Standard,COD,Returning,XpressBees,Medium,Fog,15,20.2,5.2,No,Delivered,4
ORD001324,2025-12-28,Chandigarh,CH,North,2.9,3.03,Standard,COD,Returning,DTDC,High,Clear,45,48.7,3.7,No,Delivered,4
ORD001325,2025-12-16,Chandigarh,CH,West,6.0,2.55,Express,COD,Returning,AmazonLogistics,Low,Clear,17,16.9,-0.1,Yes,Delivered,4
ORD001326,2026-01-20,Bangalore,KA,South,12.0,1.12,Standard,Prepaid,Returning,AmazonLogistics,High,Clear,14,18.2,4.2,No,Delivered,4
ORD001327,2026-03-05,Kochi,KL,North,12.3,1.36,Express,Prepaid,Returning,DTDC,Medium,Clear,11,12.6,1.6,No,Delivered,5
ORD001328,2025-12-17,Pune,MH,South,5.4,0.41,Standard,COD,Returning,Ekart,High,Clear,24,28.8,4.8,No,Delivered,4
ORD001329,2026-01-02,Kochi,KL,Central,9.6,1.2,Standard,Prepaid,Returning,Delhivery,Medium,Rain,32,36.6,4.6,No,Delivered,5
ORD001330,2025-12-31,Kolkata,WB,West,1.5,1.55,Standard,Prepaid,New,Ekart,Low,Clear,13,14.6,1.6,No,Delivered,5
ORD001331,2025-12-20,Jaipur,RJ,South,6.3,0.93,Standard,COD,VIP,Delhivery,Medium,Fog,29,33.5,4.5,No,Delivered,4
ORD001332,2026-03-05,Coimbatore,TN,West,8.4,0.44,Standard,COD,New,XpressBees,Low,Rain,21,25.4,4.4,No,Delivered,4
ORD001333,2026-02-20,Jaipur,RJ,South,13.6,2.86,Standard,Prepaid,New,Delhivery,Medium,Rain,46,51.8,5.8,No,Delivered,4
ORD001334,2026-01-15,Bhopal,MP,South,12.3,1.41,Standard,Prepaid,New,XpressBees,High,Clear,43,45.5,2.5,No,Delivered,5
ORD001335,2026-01-07,Surat,GJ,South,8.3,3.1,Standard,COD,New,BlueDart,High,Clear,32,34.2,2.2,No,Reattempted,5
ORD001336,2026-02-10,Noida,UP,South,3.9,1.73,Standard,Prepaid,Returning,Delhivery,High,Rain,17,22.5,5.5,No,Delivered,4
ORD001337,2026-03-04,Nagpur,MH,West,12.9,2.51,Standard,Prepaid,New,XpressBees,High,Clear,23,28.3,5.3,No,Delivered,4
ORD001338,2026-01-13,Chennai,TN,North,6.1,2.22,Express,Prepaid,New,DTDC,Medium,Clear,11,13.3,2.3,No,Delivered,4
ORD001339,2026-02-22,Patna,BR,East,9.3,0.74,Standard,Prepaid,New,Delhivery,Medium,Clear,43,46.4,3.4,No,Delivered,4
ORD001340,2025-12-05,Jaipur,RJ,South,7.0,0.81,Standard,COD,New,DTDC,Medium,Clear,35,37.4,2.4,No,Delivered,4
ORD001341,2026-01-31,Surat,GJ,West,15.5,0.85,Express,COD,VIP,Delhivery,Low,Rain,13,19.2,6.2,No,Delivered,4
ORD001342,2026-02-02,Delhi,DL,West,5.1,0.62,Standard,Prepaid,Returning,Delhivery,High,Clear,14,17.1,3.1,No,Delivered,5
ORD001343,2026-01-12,Delhi,DL,West,11.2,3.19,Standard,Prepaid,New,Delhivery,High,Clear,43,46.0,3.0,No,Delivered,4
ORD001344,2026-01-12,Indore,MP,West,7.2,1.13,Express,Prepaid,Returning,XpressBees,High,Clear,9,14.3,5.3,No,Delivered,4
ORD001345,2025-12-18,Bangalore,KA,Central,9.8,1.46,Standard,Prepaid,Returning,AmazonLogistics,High,Clear,22,26.0,4.0,No,Delivered,4
ORD001346,2025-12-28,Noida,UP,South,14.0,0.5,Standard,COD,Returning,XpressBees,Low,Clear,45,47.3,2.3,No,Delivered,4
ORD001347,2026-02-02,Chandigarh,CH,West,0.5,1.81,Standard,Prepaid,New,AmazonLogistics,High,Fog,40,43.5,3.5,No,Delivered,4
ORD001348,2025-12-22,Coimbatore,TN,West,7.2,0.86,Standard,COD,Returning,XpressBees,Medium,Heatwave,15,19.3,4.3,No,Delivered,4
ORD001349,2025-12-31,Coimbatore,TN,North,3.9,2.36,Standard,COD,New,AmazonLogistics,High,Heatwave,13,15.5,2.5,No,Delivered,5
ORD001350,2026-01-18,Indore,MP,South,9.3,0.73,Standard,Prepaid,New,Ekart,Medium,Clear,13,15.7,2.7,No,Delivered,4
ORD001351,2025-12-14,Pune,MH,South,10.3,2.46,Standard,Prepaid,VIP,BlueDart,Medium,Clear,22,23.7,1.7,No,Delivered,5
ORD001352,2026-02-24,Ahmedabad,GJ,North,5.6,1.94,Standard,COD,Returning,Delhivery,Medium,Clear,27,29.7,2.7,No,RTO,3
ORD001353,2026-02-25,Lucknow,UP,South,5.4,0.84,Standard,Prepaid,New,Delhivery,Medium,Rain,46,47.1,1.1,No,Delivered,5
ORD001354,2026-01-05,Gurgaon,HR,South,8.3,2.59,Standard,COD,New,XpressBees,Medium,Rain,43,46.6,3.6,No,Delivered,5
ORD001355,2025-12-30,Hyderabad,TG,West,2.4,2.2,Standard,Prepaid,Returning,XpressBees,Medium,Rain,47,50.7,3.7,No,Delivered,5
ORD001356,2026-01-25,Lucknow,UP,North,8.8,1.48,Standard,Prepaid,New,EcomExpress,Medium,Clear,46,49.6,3.6,No,Delivered,4
ORD001357,2026-02-23,Kolkata,WB,East,4.2,0.61,Standard,Prepaid,Returning,Ekart,Severe,Clear,14,18.5,4.5,No,Delivered,5
ORD001358,2025-12-09,Delhi,DL,South,10.4,1.79,Standard,Prepaid,New,Ekart,Medium,Storm,41,47.8,6.8,No,Delivered,4
ORD001359,2025-12-08,Delhi,DL,West,2.2,1.15,Express,Prepaid,New,EcomExpress,Medium,Clear,14,13.7,-0.3,Yes,Delivered,4
ORD001360,2026-02-08,Ahmedabad,GJ,North,5.2,1.14,SameDay,Prepaid,Returning,EcomExpress,High,Rain,9,13.5,4.5,No,Delivered,4
ORD001361,2026-02-06,Pune,MH,South,4.5,1.16,Standard,Prepaid,New,EcomExpress,Medium,Rain,46,49.9,3.9,No,NDR_Pending,4
ORD001362,2026-02-14,Pune,MH,North,6.3,1.09,Standard,Prepaid,Returning,BlueDart,High,Clear,29,31.7,2.7,No,Delivered,4
ORD001363,2026-01-28,Ahmedabad,GJ,West,13.0,0.66,Express,Prepaid,New,AmazonLogistics,Medium,Heatwave,16,19.7,3.7,No,Delivered,4
ORD001364,2026-01-08,Hyderabad,TG,South,10.9,0.45,Express,COD,VIP,XpressBees,Medium,Fog,13,18.2,5.2,No,Delivered,4
ORD001365,2025-12-08,Indore,MP,Central,5.6,0.39,SameDay,COD,Returning,Delhivery,Low,Rain,5,8.1,3.1,No,Delivered,4
ORD001366,2026-01-13,Mumbai,MH,South,5.6,1.32,Express,Prepaid,New,Shadowfax,Low,Clear,14,15.7,1.7,No,Delivered,4
ORD001367,2025-12-14,Kolkata,WB,West,11.0,0.26,Express,COD,New,Delhivery,High,Clear,14,17.8,3.8,No,Delivered,4
ORD001368,2025-12-11,Lucknow,UP,North,2.8,1.71,Standard,Prepaid,Returning,BlueDart,High,Rain,19,22.1,3.1,No,Delivered,4
ORD001369,2026-01-26,Noida,UP,West,7.6,1.5,Standard,Prepaid,Returning,BlueDart,Low,Clear,16,17.3,1.3,No,Delivered,4
